query_idx,hist_idx,query_start,hist_start,sim_endo,sim_past_exo,sim_future_exo,sim_M0_endo,sim_M1_endo_past_exo,sim_M2_endo_past_future_exo,true_transition_similarity
16,0,192,0,0.47393375420614137,0.17494120614505254,-0.3078832418989209,0.47393375420614137,0.3244374801755969,0.11366390615075765,-0.49343813100106226
17,0,204,0,0.09306505481729148,-0.22596039676524293,-0.30647879995752275,0.09306505481729148,-0.06644767097397572,-0.14645804730182474,-0.7898109068062351
17,1,204,12,0.6154107128070027,0.17058412131726625,-0.2916565086162345,0.6154107128070027,0.3929974170621344,0.16477944183601145,-0.3364972027092693
18,0,216,0,0.4288793851008027,0.16287787455621316,0.06044575083463611,0.4288793851008027,0.29587862982850793,0.21740100349721733,0.4198568815244805
18,1,216,12,-0.022017871826979157,-0.2224884407605574,-0.20517389158455013,-0.022017871826979157,-0.12225315629376828,-0.14989340139069554,-0.2688318422703082
18,2,216,24,0.7270561781676085,0.15040885662925987,-0.11523152388404714,0.7270561781676085,0.43873251739843416,0.2540778369709404,0.31895851550242227
19,0,228,0,-0.11831914583096921,-0.1355577523729916,-0.03765724794222969,-0.11831914583096921,-0.1269384491019804,-0.09717804871539683,-0.2779474321484427
19,1,228,12,0.46718925099203756,0.19626085435164864,0.08310776696714249,0.46718925099203756,0.3317250526718431,0.24885262410360956,0.25797758397656506
19,2,228,24,-0.24252003768946007,-0.18115232674021273,-0.1338188381129083,-0.24252003768946007,-0.2118361822148364,-0.18583040084752703,-0.4787496802090404
19,3,228,36,0.558516003059843,0.07537221554204135,-0.09311502654958498,0.558516003059843,0.31694410930094213,0.18025773068409978,-0.06534614582505296
20,0,240,0,-0.004785145241668502,0.10076212331934613,0.2981462373768815,-0.004785145241668502,0.047988489038838816,0.1313744051515197,0.8849844961006039
20,1,240,12,-0.23604280015595036,-0.16176764965150162,0.08768507373252558,-0.23604280015595036,-0.19890522490372597,-0.10337512535830878,0.3945782125551156
20,2,240,24,0.3386745852773153,0.16144390475679377,0.2564753122314559,0.3386745852773153,0.25005924501705457,0.2521979340885217,0.870652745242975
20,3,240,36,-0.25586165754622514,-0.09333477757201629,-0.0878795387165678,-0.25586165754622514,-0.17459821755912072,-0.14569199127826973,0.47392514594825347
20,4,240,48,0.5394451776867517,0.2653662721693229,0.07900539115360591,0.5394451776867517,0.4024057249280373,0.2946056136698935,0.8223200336848626
21,0,252,0,-0.5426322522343499,-0.2610782322323829,0.14882398091118396,-0.5426322522343499,-0.4018552422333664,-0.21829550118518293,-0.4155302196233198
21,1,252,12,0.017325585334484632,0.12595559299299028,0.30595358081194796,0.017325585334484632,0.07164058916373746,0.14974491971314097,0.12505748426569865
21,2,252,24,-0.4395980339019947,-0.18927389247258608,0.11317305807097197,-0.4395980339019947,-0.3144359631872904,-0.1718996227678696,-0.5531365086618034
21,3,252,36,0.09390527775966089,0.056686011621956425,0.28753673318752954,0.09390527775966089,0.07529564469080866,0.14604267418971562,-0.2731935090809592
21,4,252,48,-0.5355919482404258,-0.22209353328167708,-0.06844231304360217,-0.5355919482404258,-0.3788427407610514,-0.27537593152190165,-0.8033909672857849
21,5,252,60,0.3731320129477115,0.1996286318718966,0.08817790678499618,0.3731320129477115,0.28638032240980404,0.22031285053486807,-0.16661361695821997
22,0,264,0,-0.2192584995644821,0.19306970301217133,0.3246647540150157,-0.2192584995644821,-0.013094398276155383,0.09949198582090164,0.7878702166268134
22,1,264,12,-0.612711126269183,-0.2669388557345213,0.25260333721397177,-0.612711126269183,-0.43982499100185213,-0.20901554826324417,0.47154386102576246
22,2,264,24,-0.07570340286868418,0.09722753101494083,0.38246901420026236,-0.07570340286868418,0.010762064073128325,0.134664380782173,0.9467618340679237
22,3,264,36,-0.5051504745457429,-0.15393278722483425,0.19676484496851318,-0.5051504745457429,-0.3295416308852886,-0.15410613893402134,0.6167941012571146
22,4,264,48,0.06813924000059478,0.21157224993821278,0.3902820614464955,0.06813924000059478,0.13985574496940378,0.223331183795101,0.9326277702650876
22,5,264,60,-0.6371724989669858,-0.16889468719424205,0.015252343888894515,-0.6371724989669858,-0.4030335930806139,-0.2636049474241111,0.09990063328929952
22,6,264,72,0.06737874679450023,0.2259872065018484,0.1901302113066092,0.06737874679450023,0.1466829766481743,0.16116538820098594,0.45093474425485214
23,0,276,0,-0.1858930191324651,-0.1182639677224787,0.006081856206920715,-0.1858930191324651,-0.1520784934274719,-0.09935837688267436,0.3174240268480286
23,1,276,12,-0.23709186623926073,0.09993430996078781,0.3371608514091043,-0.23709186623926073,-0.06857877813923646,0.06666776504354378,0.5929487348921874
23,2,276,24,-0.720173091403762,-0.2542741896443742,0.11747029291704575,-0.720173091403762,-0.4872236405240681,-0.2856589960436968,0.3377602995346383
23,3,276,36,-0.233788558040386,0.03319199673162412,0.3597660326029709,-0.233788558040386,-0.10029828065438094,0.05305649043140301,0.8446536386285357
23,4,276,48,-0.6750365959730245,-0.34072580722550105,0.1191946243307706,-0.6750365959730245,-0.5078812015992628,-0.2988559262892516,0.2454178424184728
23,5,276,60,-0.06335439175839397,0.126522555712489,0.38008565187542087,-0.06335439175839397,0.03158408197704751,0.14775127194317197,0.6804742157674208
23,6,276,72,-0.6488013841593726,-0.309208086975617,-0.03767018198328403,-0.6488013841593726,-0.4790047355674948,-0.3318932177060912,-0.45356685958709336
23,7,276,84,-0.07344724639810651,-0.026360540551139604,0.24190312979921957,-0.07344724639810651,-0.04990389347462306,0.04736511428332448,-0.16040651395560945
24,0,288,0,0.029386256640500395,-0.050523771258000734,0.41023988771032016,0.029386256640500395,-0.01056875730875017,0.12970079103093993,0.7679181121388569
24,1,288,12,-0.6142347609365403,-0.13523448914131012,-0.2244876692513848,-0.6142347609365403,-0.3747346250389252,-0.3246523064430784,0.4029508253516466
24,2,288,24,-0.044613008147922795,-0.14500921469810316,0.3850019348429078,-0.044613008147922795,-0.09481111142301298,0.06512657066562728,0.8151695246339186
24,3,288,36,-0.5694433342271683,-0.23848534017180997,-0.19001176020353044,-0.5694433342271683,-0.40396433719948915,-0.3326468115341696,0.6387644309392585
24,4,288,48,0.09298347546164583,-0.00967978961831048,0.423142305325583,0.09298347546164583,0.041651842921667674,0.16881533038963945,0.9529931144802704
24,5,288,60,-0.534932447599942,-0.2472645217972848,-0.25039995251830816,-0.534932447599942,-0.3910984846986134,-0.34419897397184496,0.17937582045023917
24,6,288,72,0.07096814514780653,-0.10971459435953872,0.440016107792512,0.07096814514780653,-0.019373224605866095,0.13375655286025992,0.5178692741174432
24,7,288,84,-0.5352783382580597,-0.31969314857885006,-0.3296964171399588,-0.5352783382580597,-0.4274857434184549,-0.3948893013256229,-0.8964808991267275
24,8,288,96,-0.022618435474620738,-0.3078832418989209,0.504024135473506,-0.022618435474620738,-0.16525083868677082,0.057840819366654785,0.32890942337092066
25,0,300,0,-0.1836055325664805,-0.15950560625499016,-0.08281418147483921,-0.1836055325664805,-0.17155556941073533,-0.14197510676543662,-0.2415631989295733
25,1,300,12,-0.041150520622764065,-0.032628951791804015,0.3606187853121702,-0.041150520622764065,-0.03688973620728404,0.09561310429920071,0.22720733944554733
25,2,300,24,-0.5761151291585094,-0.16741473077975552,-0.26322270243945456,-0.5761151291585094,-0.37176492996913246,-0.33558418745923985,-0.39589639391859643
25,3,300,36,0.017433498211928505,-0.1535071253553381,0.36535158615034985,0.017433498211928505,-0.0680368135717048,0.07642598633564675,0.05698396842236112
25,4,300,48,-0.5722909959754172,-0.21141427971813054,-0.2985472428056503,-0.5722909959754172,-0.3918526378467739,-0.3607508394997327,-0.5026953186898162
25,5,300,60,0.22210703401903079,-0.022119305012195202,0.405047020642158,0.22210703401903079,0.0999938645034178,0.20167824988299787,0.36231605794980243
25,6,300,72,-0.48573908705541946,-0.22939499244316847,-0.3693224871048931,-0.48573908705541946,-0.35756703974929394,-0.3614855222011603,-0.6964942886859711
25,7,300,84,0.13990426188190366,-0.10623042793406229,0.4298379339863352,0.13990426188190366,0.016836916973920688,0.15450392264472554,0.5497467412030377
25,8,300,96,-0.5829226658690272,-0.30647879995752275,-0.339128001395345,-0.5829226658690272,-0.44470073291327494,-0.40950982240729833,-0.35327464113149853
25,9,300,108,0.062065783593494184,-0.2916565086162345,0.49293541428492826,0.062065783593494184,-0.11479536251137015,0.08778156308739599,0.8013203930032993
26,0,312,0,0.4742776698478659,-0.016533720732670384,0.41775589786790646,0.4742776698478659,0.22887197455759775,0.2918332823277006,0.9035931387581623
26,1,312,12,-0.21420530665531365,-0.18677227413857111,-0.02066948693723735,-0.21420530665531365,-0.2004887903969424,-0.14054902257704072,0.3042158717191469
26,2,312,24,0.2844428183664493,-0.06505872197487317,0.4011022103373665,0.2844428183664493,0.10969204819578807,0.20682876890964752,0.7728056995102861
26,3,312,36,-0.17369148196336948,-0.08270439513444675,-0.2697233557575799,-0.17369148196336948,-0.1281979385489081,-0.17537307761846535,0.3276673055096212
26,4,312,48,0.4309953292147059,0.08194327338095782,0.3931248196798627,0.4309953292147059,0.25646930129783185,0.3020211407585088,0.7005895058363866
26,5,312,60,-0.20029475761618354,-0.11125448406920896,-0.31204400122437986,-0.20029475761618354,-0.15577462084269625,-0.20786441430325744,-0.12383604005671218
26,6,312,72,0.6715704101915478,0.12077500186843809,0.4267422810465343,0.6715704101915478,0.396172706029993,0.40636256436884005,0.40712513986130794
26,7,312,84,-0.12656358991857583,-0.13030807740492067,-0.39479452707901985,-0.12656358991857583,-0.12843583366174827,-0.2172220648008388,-0.7610832856120229
26,8,312,96,0.5036297665581932,0.06044575083463611,0.4535753937007935,0.5036297665581932,0.2820377586964147,0.33921697036454096,0.614794336297553
26,9,312,108,-0.3495796973609627,-0.20517389158455013,-0.3579439526327992,-0.3495796973609627,-0.2773767944727564,-0.30423251385943734,-0.29073522178841466
26,10,312,120,0.3983682590006834,-0.11523152388404714,0.4823041508532419,0.3983682590006834,0.14156836755831814,0.2551469619899594,0.6085430385773203
27,0,324,0,0.1353607302971862,0.06665093590097967,-0.10302844443952927,0.1353607302971862,0.10100583309908294,0.03299440725287887,-0.1405618423752225
